-7.456	-10.112
-7.454	-10.118
-7.454	-10.120
-7.456	-10.116
-7.504	-9.908
-7.550	-9.705
-7.600	-9.503
-7.649	-9.301
-7.699	-9.100
-7.752	-8.901
-7.804	-8.700
-7.857	-8.504
-7.913	-8.308
-7.970	-8.111
-8.026	-7.913
-8.085	-7.718
-8.143	-7.520
-8.204	-7.322
-8.268	-7.126
-8.334	-6.928
-8.399	-6.730
-8.465	-6.535
-8.530	-6.340
-8.597	-6.145
-8.662	-5.951
-8.695	-5.855
-8.696	-5.853
-8.697	-5.851
-8.697	-5.851
-8.696	-5.852
-8.696	-5.852
-8.696	-5.852
-8.690	-5.805
-8.690	-5.787
-8.688	-5.585
-8.687	-5.378
-8.688	-5.174
-8.685	-4.968
-8.686	-4.761
-8.686	-4.555
-8.687	-4.349
-8.689	-4.142
-8.693	-3.935
-8.697	-3.730
-8.703	-3.523
-8.712	-3.314
-8.715	-3.286
-8.718	-3.279
-8.716	-3.280
-8.715	-3.280
-8.716	-3.282
-8.714	-3.280
-8.695	-3.229
-8.687	-3.213
-8.605	-3.008
-8.530	-2.815
-8.457	-2.621
-8.383	-2.429
-8.319	-2.250
-8.319	-2.247
-8.317	-2.247
-8.317	-2.245
-8.317	-2.244
-8.317	-2.242
-8.317	-2.241
-8.317	-2.241
-8.317	-2.239
-8.317	-2.237
-8.317	-2.236
-8.317	-2.236
-8.318	-2.233
-8.318	-2.233
-8.335	-2.175
-8.342	-2.158
-8.414	-1.950
-8.484	-1.756
-8.554	-1.564
-8.568	-1.526
-8.574	-1.503
-8.577	-1.485
-8.576	-1.478
-8.577	-1.474
-8.578	-1.466
-8.577	-1.468
-8.579	-1.460
-8.579	-1.460
-8.593	-1.422
-8.706	-1.236
-8.807	-1.055
-8.838	-0.999
-8.839	-0.998
-8.840	-0.998
-8.841	-0.999
-8.842	-0.998
-8.842	-0.998
-8.843	-0.998
-8.844	-0.998
-8.845	-0.998
-8.845	-0.999
-8.845	-0.999
-8.846	-0.999
-8.847	-0.998
-8.848	-0.998
-8.849	-1.000
-8.849	-0.998
-8.807	-0.977
-8.791	-0.968
-8.603	-0.851
-8.427	-0.744
-8.251	-0.634
-8.073	-0.521
-7.920	-0.427
-7.923	-0.424
-7.923	-0.426
-7.922	-0.423
-7.922	-0.423
-7.921	-0.425
-7.920	-0.427
-7.921	-0.427
-7.919	-0.426
-7.861	-0.425
-7.643	-0.422
-7.422	-0.418
-7.219	-0.411
-7.019	-0.405
-6.815	-0.396
-6.610	-0.387
-6.410	-0.380
-6.207	-0.368
-5.999	-0.355
-5.794	-0.336
-5.591	-0.323
-5.389	-0.304
-5.181	-0.285
-4.975	-0.265
-4.768	-0.240
-4.562	-0.218
-4.356	-0.193
-4.156	-0.174
-3.951	-0.153
-3.747	-0.134
-3.563	-0.116
-3.356	-0.090
-3.150	-0.065
-2.946	-0.039
-2.742	-0.005
-2.540	0.024
-2.446	0.041
-2.446	0.042
-2.445	0.045
-2.446	0.045
-2.446	0.045
-2.445	0.044
-2.399	0.034
-2.380	0.029
-2.183	-0.014
-1.986	-0.054
-1.787	-0.089
-1.585	-0.128
-1.382	-0.163
-1.182	-0.201
-0.985	-0.235
-0.784	-0.267
-0.583	-0.298
-0.384	-0.324
-0.183	-0.352
0.019	-0.379
0.222	-0.401
0.426	-0.422
0.469	-0.429
0.470	-0.429
0.691	-0.448
0.893	-0.466
1.098	-0.482
1.299	-0.498
1.483	-0.510
1.488	-0.510
1.489	-0.510
